Id,Title,Description,Published at,Created at,Updated at,Original title,Requested count
296,Ведьмин снаряд,"'
**Ведьмин снаряд**
*1 уровень, воплощение*
*(Волшебник, колдун, чародей)*
**Время накладывания:** Действие
**Дистанция:** 60 футов
**Компоненты:** Вербальный, Соматический, Материальный (ветка, поражённая молнией)
**Длительность:** Концентрация, до 1 минуты

Луч трескучей энергии устремляется к существу в пределах дистанции, формируя постоянную дугу молнии между вами и целью. Совершите *дальнобойную атаку заклинанием* против цели. При попадании цель получает 2к12 урона электричеством.

В каждый ваш последующий ход вы можете бонусным действием нанести 1к12 урона электричеством цели автоматически, даже если первая атака промахнулась.

Заклинание заканчивается, если цель окажется вне радиуса действия заклинания или если она окажется в полном укрытии.

**Использование более высокой ячейки.** Начальный урон увеличивается на 1к12 за каждую ячейку заклинания выше 1.",2024-09-16 10:43:26 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:06 UTC,Witch Bolt,0
295,Желание,"**Желание**
*9 уровень, вызов*
*(Чародей, волшебник)*
**Время накладывания:** Действие
**Дистанция:** На себя
**Компоненты:** Вербальный
**Длительность:** Мгновенно

Желание - это самое могущественное заклинание, которое может использовать смертный. Простое произнесение его вслух позволяет вам изменить саму реальность.

Основное применение этого заклинания — дублирование любого другого заклинания 8 уровня или ниже. Если вы используете его таким образом, то вам не нужно выполнять никаких требований для наложения этого заклинания, включая дорогие компоненты. Заклинание просто действует.

Кроме того, вы можете выбрать один из следующих эффектов:

**Создание объекта.** Вы создаёте немагический предмет стоимостью до 25’000 зм. Объект не может быть больше 300 футов в любом измерении и появляется в свободном пространстве на земле.
**Мгновенное исцеление.** Вы и до двадцати существ, которых вы видите, восстанавливаете все хиты, а также снимаете с них все эффекты, как в заклинании Высшее восстановление.
**Сопротивление.** Вы наделяете до десяти существ, которых видите, сопротивлением к одному типу урона по вашему выбору. Это сопротивление становится постоянным.
**Иммунтет к заклинанию.** Вы наделяете до десяти существ, которых вы видите, иммунитетом к одному заклинанию или другому магическому эффекту на 8 часов.
**Внезапное обучение.** Вы заменяете одну из своих черт на другую черту, которой соответствуете требованию. Вы теряете все преимущества старой черты и получаете преимущества новой. Вы не можете заменить черту, которая является требованием для любой другой вашей черты или умения.
**Повторный бросок.** Вы отменяете недавнее событие, вынуждая сделать повторный бросок любого кубика, который был сделан в течение последнего раунда (включая ваш последний ход). Реальность меняется, чтобы учесть новый результат. Например, заклинание Желание может отменить неудавшийся спасбросок союзника или критическое попадание врага. Вы можете заставить повторный бросок сделать с преимуществом или помехой и выбрать, использовать ли повторный бросок или исходный результат.
**Изменение реальности.** Вы можете загадать желание, не связанное ни с одним из описанных эффектов. Чтобы это сделать, как можно точнее сформулируйте своё желание для Мастера. У Мастера будет большой простор для интерпретации того, что произойдёт в этом случае; чем большее желание, тем больше вероятность, что что-то пойдёт не так. Это заклинание может просто не сработать, желаемый эффект может быть достигнут только частично или вы можете столкнуться с непредвиденными последствиями в зависимости от того, как вы сформулировали своё желание. Например, пожелание смерти злодея может перенести вас вперёд во времени к моменту, когда этот злодей уже не жив, фактически исключив вас из игры. Точно так же желание получить легендарный магический предмет или артефакт может мгновенно перенести вас к владельцу этого предмета. Если ваше желание исполняется и его последствия затрагивают целое сообщество, регион или мир, то вы, скорее всего, привлечёте могущественных врагов. Если ваше желание затрагивает бога, то божественные слуги этого бога могут немедленно вмешаться, чтобы предотвратить это или заставить вас сформулировать желание определённым образом. Если ваше желание нарушает саму структуру мультивселенной, угрожает городу Сигил или как-то касается Леди Боли, то вы увидите её образ в своём разуме на мгновение; она покачает головой и ваше желание не сработает.

Если вы накладываете заклинание Желание не с эффектом дублирования другого заклинания, то получаете ослабление. Получив это ослабление, каждый раз до окончания продолжительного отдыха, когда вы накладываете заклинание, вы получаете 1к10 урона некротической энергией за каждый уровень этого заклинания. Этот урон никак нельзя отменить или уменьшить. Кроме того, ваша Сила на 2к4 дня опускается до 3. За каждый день, в течение которого вы только отдыхаете и не делаете ничего, кроме лёгкой деятельности, оставшееся время сокращается на 2 дня. Кроме того, если вы получили это ослабление, то существует 33% шанс, что вы больше никогда не сможете накладывать заклинание Желание.

texttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttextt
exttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttextte
xttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttext",2024-09-17 15:18:59 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:06 UTC,Wish,0
294,Гневная кара,"'
**Гневная кара**
*1 уровень, некромантия*
*(Паладин)*
**Время накладывания:** Бонусное действие, которое вы совершаете сразу после попадания по существу рукопашным оружием или безоружным ударом.
**Дистанция:** На себя
**Компоненты:** Вербальный
**Длительность:** 1 минута

Цель получает от атаки дополнительно 1к6 урона некротической энергией и должна совершить успешный спасбросок Мудрости, иначе она получает состояние испуганный, пока заклинание не закончится. В конце каждого своего хода испуганная цель повторяет спасбросок, при успехе заклинание заканчивается для неё.

**Использование более высокой ячейки.** Урон увеличивается на 1к6 за каждый уровень ячейки выше 1.",2024-09-16 10:56:56 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:07 UTC,Wrathful Smite,0
293,Слово Сияния,"'
**Слово Сияния**
*Заговор, воплощение*
*(Жрец)*
**Время накладывания:** Действие
**Дистанция:** На себя
**Компоненты:** Вербальный, Материальный (талисман в виде солнца)
**Длительность:** Мгновенная

Испепеляющее излучение вырывается от вас в 5-футовой эманации. Каждое существо на ваш выбор, которое вы видите в этой области, должно преуспеть в спасброске Телосложения, иначе получит 1к6 урона излучением.

**Улучшение заговора.** Урон увеличивается на 1к6, когда вы достигаете 5 уровня (2к6), 11 уровня (3к6) и 17 уровня (4к6).",2024-09-16 10:50:21 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:07 UTC,Word of Radiance,0
292,Слово возврата,"
**Слово возврата**
*6 уровень, вызов*
*(Жрец)*
**Время накладывания:** Действие
**Дистанция:** 5 футов
**Компоненты:** Вербальный
**Длительность:** Мгновенно

Вы и до пяти согласных существ в пределах 5 футов от вас мгновенно перемещаетесь в ранее назначенное святилище. Вы и любые существа, которые телепортируются с вами, появляетесь на ближайшем незанятом пространстве к месту, которое вы указали при подготовке своего святилища (см. ниже). Если вы накладываете это заклинание, не подготовив сначала святилище, оно не оказывает никакого эффекта.

Вы должны назначить местоположение, например, храм, в качестве святилища, наложив это заклинание там.",2024-09-16 10:51:10 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:07 UTC,Word of Recall,0
291,Стена огня,"
**Стена огня**
*4 уровень, воплощение*
*(Друид, волшебник, чародей)*
**Время накладывания:** Действие
**Дистанция:** 120 футов
**Компоненты:** Вербальный, Соматический, Материальный (кусочек угля)
**Длительность:** Концентрация, до 1 минуты

Вы создаёте стену огня на твёрдой поверхности в пределах дистанции. Вы можете сделать стену длиной до 60 футов, высотой 20 футов и толщиной 1 фут, либо кольцевую стену диаметром до 20 футов, высотой 20 футов и толщиной 1 фут. Стена является непрозрачной и существует на протяжении всего времени действия заклинания.

Когда стена появляется, каждое существо в её области должно совершить спасбросок Ловкости. При провале оно получает 5к8 урона огнём, при успехе – половину этого урона.

Одна сторона стены, выбранная вами при накладывании заклинания, наносит 5к8 урона огнём каждому существу, которое заканчивает свой ход в пределах 10 футов от этой стороны или внутри стены. Существо также получает этот урон, если впервые за ход входит в стену или заканчивает ход в её пределах. Другая сторона стены урона не наносит.

**Использование более высокой ячейки.** Урон увеличивается на 1к8 за каждый уровень ячейки выше 4.",2024-09-16 10:51:37 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:07 UTC,Wall of Fire,0
290,Поражение,"'
**Поражение**
*6 уровень, некромантия*
*(Жрец)*
**Время накладывания:** Действие
**Дистанция:** 60 футов
**Компоненты:** Вербальный, Соматический
**Длительность:** Мгновенная

Вы насылаете опасную магию на существо, которое вы можете видеть в пределах дистанции. Цель совершает спасбросок Телосложения. При провале спасброска она получает 14к6 урона некротической энергией, а её максимальный запас хитов уменьшается на величину, равную полученному некротическому урону. При успешном спасброске она получает только половину этого урона. Это заклинание не может уменьшить максимум хитов цели ниже 1.",2024-09-16 07:56:12 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:06 UTC,Harm,0
289,Ускорение,"
**Ускорение**
*3 уровень, преобразование*
*(Волшебник, чародей)*
**Время накладывания:** Действие
**Дистанция:** 30 футов
**Компоненты:** Вербальный, Соматический, Материальный (стружка корня лакрицы)
**Длительность:** Концентрация, до 1 минуты

Выберите одно согласное существо, которое вы видите в пределах дистанции. Пока заклинание действует, скорость цели удваивается, она получает бонус +2 к КД, преимущество на спасброски Ловкости и дополнительное действие на каждом из своих ходов. Это действие можно использовать только для действий атака (только одна атака), рывок, отход, засада или использование.

Когда заклинание заканчивается, цель становится недееспособной и её скорость становится равной 0 до конца её следующего хода, так как на неё накатывает волна усталости.",2024-09-16 11:00:09 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:07 UTC,Haste,0
288,Адское возмездие,"'
**Адское возмездие**
*1 уровень, воплощение*
*(Колдун)*
**Время накладывания:** Реакция, которую вы используете в ответ на получение урона от существа, которое вы видите в пределах 60 футов от себя
**Дистанция:** 60 футов
**Компоненты:** Вербальный, Соматический
**Длительность:** Мгновенно

Существо, наносящее вам урон, на мгновение оказывается окружено зелёными огнями. Оно должно совершить спасбросок Ловкости, получая 2к10 урона огнём при провале или половину этого урона при успешном спасброске.

**Использование более высокой ячейки.** Урон увеличивается на 1к10 за каждый уровень ячейки заклинаний выше 1.",2024-09-16 11:01:59 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:07 UTC,Hellish Rebuke,0
287,Лечащее слово,"'
**Лечащее слово**
*1 уровень, ограждение*
*(Бард, Друид, Жрец)*
**Время накладывания:** Бонусное действие
**Дистанция:** 60 футов
**Компоненты:** Вербальный
**Длительность:** Мгновенная

Существо на ваш выбор, которое вы видите в пределах дистанции, восстанавливает хиты в количестве 2к4 + ваш модификатор заклинательной характеристики.

**Использование более высокой ячейки.** Исцеление увеличивается на 2к4 за каждый уровень ячейки выше 1.",2024-09-16 08:03:19 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:07 UTC,Healing Word,0
286,Удержание личности,"
**Удержание личности**
*2 уровень, очарование*
*(Бард, волшебник, друид, жрец, колдун, чародей)*
**Время накладывания:** Действие
**Дистанция:** 60 футов
**Компоненты:** Вербальный, Соматический, Материальный (прямой кусок железа)
**Длительность:** Концентрация, до 1 минуты

Выберите гуманоида, которого вы видите в пределах дистанции. Цель должна совершить спасбросок Мудрости или получить состояние парализованный на время действия заклинания. В конце каждого своего хода цель повторяет спасбросок, при успехе заклинание прекращается.

**Использование более высокой ячейки.** Вы можете выбрать одного дополнительного гуманоида за каждый уровень ячейки заклинания выше 2.",2024-09-16 11:03:09 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:07 UTC,Hold Person,0
285,Героизм,"
**Героизм**
*1 уровень, очарование*
*(Бард, паладин)*
**Время накладывания:** Действие
**Дистанция:** касание
**Компоненты:** Вербальный, Соматический
**Длительность:** Концентрация, до 1 минуты

Существо по вашему выбору, которое вы касаетесь, наполняется смелостью. Пока заклинание действует, существо становится невосприимчивым к состоянию испуганный и получает временные хиты, равные вашему модификатору заклинательной характеристики, в начале каждого своего хода.

**Использование более высокой ячейки.** Вы можете выбрать одно дополнительное существо за каждый уровень ячейки заклинаний выше 1.",2024-09-16 10:43:56 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:07 UTC,Heroism,0
284,Полное исцеление,"
**Полное исцеление**
*6 уровень, ограждение*
*(Друид, жрец)*
**Время накладывания:** Действие
**Дистанция:** 60 футов
**Компоненты:** Вербальный, Соматический
**Длительность:** Мгновенная

Выберите существо, которое вы видите в пределах дистанции. Положительная энергия омывает цель, восстанавливая 70 хитов. Это заклинание также снимает состояния ослеплённый, оглушённый и отравленный с цели.

**Использование более высокой ячейки.** Лечение увеличивается на 10 за каждый уровень ячейки заклинания выше 6.",2024-09-16 11:03:38 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:07 UTC,Heal,0
283,Нанесение ран,"'
**Нанесение ран**
*1 уровень, некромантия*
*(Жрец)*
**Время накладывания:** Действие
**Дистанция:** Касание
**Компоненты:** Вербальный, Соматический
**Длительность:** Мгновенная

Существо, к которому вы прикасаетесь, совершает спасбросок Телосложения. При провале оно получает 2к10 урона некротической энергией, а при успешном спасброске — половину этого урона.

**Использование более высокой ячейки.** Урон увеличивается на 1к10 за каждый уровень ячейки заклинаний выше первого.",2024-09-16 11:06:04 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:06 UTC,Inflict Wounds,0
282,Град,"
**Град**
*4 уровень, воплощение*
*(Друид, волшебник, чародей)*
**Время накладывания:** Действие
**Дистанция:** 300 футов
**Компоненты:** Вербальный, Соматический, Материальный (варежка)
**Длительность:** Мгновенная

Град падает в цилиндре радиусом 20 футов и высотой 40 футов, центрированном на точке в пределах дистанции. Каждое существо в цилиндре должно совершить спасбросок Ловкости. Существо получает 2к10 дробящего урона и 4к6 урона холодом при провале или половину этого урона при успехе.

Град превращает землю в цилиндре в труднопроходимую местность до конца вашего следующего хода.

**Использование более высокой ячейки.** Дробящий урон увеличивается на 1к10 за каждый уровень ячейки выше 4.",2024-09-16 11:06:55 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:06 UTC,Ice Storm,0
281,Раскалённый металл,"
**Раскалённый металл**
*2 уровень, преобразование*
*(Бард, друид)*
**Время накладывания:** Действие
**Дистанция:** 60 футов
**Компоненты:** Вербальный, Соматический, Материальный (кусочек железа и пламя)
**Длительность:** Концентрация, до 1 минуты

Вы выбираете рукотворный металлический объект, такой как металлическое оружие или тяжелые или средние металлические доспехи, который видите в пределах дистанции. Вы заставляете предмет раскалиться до красна. Любое существо, находящееся в физическом контакте с предметом, получает 2к8 урона огнём, когда вы накладываете заклинание. До окончания действия заклинания вы можете бонусным действием на каждом из своих последующих ходов наносить этот урон снова, если предмет находится в пределах дистанции.

Если существо держит или несёт предмет и получает урон от него, то оно должно преуспеть в спасброске Телосложения или уронить предмет, если может. Если существо не роняет предмет, то оно получает помеху на броски атаки и проверки характеристик до начала вашего следующего хода.

**Использование более высокой ячейки.** Урон увеличивается на 1к8 за каждый уровень ячейки заклинаний выше второго.",2024-09-16 11:07:25 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:07 UTC,Heat Metal,0
280,Знание легенд,"
**Знание легенд**
*5 уровень, прорицание*
*(Бард, жрец, волшебник)*
**Время накладывания:** 10 минут
**Дистанция:** На себя
**Компоненты:** Вербальный, Соматический, Материальный (благовония стоимостью 250+ зм, которые расходуются заклинанием, и четыре пластинки из слоновой кости стоимостью 50+ зм каждая)
**Длительность:** Мгновенная

Назовите или опишите известного человека, место или объект. Заклинание вызывает в вашем разуме краткое изложение значимой информации о предмете, как описывает Мастер.

Эта информация может состоять из важных деталей, забавных откровений или даже секретных сведений, которые ранее не были широко известны. Чем больше информации вы уже знаете о предмете, тем более точную и детализированную информацию вы получаете. Эта информация точна, но может быть изложена в иносказательной форме или поэтическом языке, как решит Мастер.

Если выбранный вами предмет не является действительно известным, то вы слышите печальные музыкальные ноты, сыгранные на тромбоне, и заклинание проваливается.",2024-09-16 10:44:27 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:07 UTC,Legend Lore,0
279,Невидимое письмо,"
**Невидимое письмо**
*1 уровень, иллюзия*
*(Бард, колдун, волшебник)*
**Время накладывания:** 1 минута или ритуал
**Дистанция:** Касание
**Компоненты:** Соматический, Материальный (чернила стоимостью 10+ зм, расходуемые заклинанием)
**Длительность:** 10 дней

Вы пишете на пергаменте, бумаге или другом подходящем материале и наделяете текст иллюзией, которая длится весь срок действия заклинания. Для вас и существ, которых вы назначаете при наложении заклинания, текст выглядит нормальным, как будто написан вашим почерком и передаёт задуманное вами сообщение. Для всех остальных текст выглядит так, как будто написан на неизвестном или магическом языке, и его невозможно понять. В качестве альтернативы иллюзия может изменить значение, почерк и язык текста, при этом язык должен быть вам известен. Если заклинание будет рассеяно, то исходный текст и иллюзия исчезнут.

Существо, обладающее истинным зрением, может прочитать скрытое сообщение.",2024-09-16 11:07:50 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:07 UTC,Illusory Script,0
278,Невидимость,"
**Невидимость**
*2 уровень, иллюзия*
*(Бард, волшебник, колдун, чародей)*
**Время накладывания:** Действие
**Дистанция:** Касание
**Компоненты:** Вербальный, Соматический, Материальный (ресничка в смоле)
**Длительность:** Концентрация, до 1 часа

Существо, которого вы касаетесь, получает состояние невидимый до окончания действия заклинания. Заклинание прекращается досрочно сразу после того, как цель совершит атаку, нанесёт урон или наложит заклинание.

**Использование более высокой ячейки.** Вы можете выбрать одну дополнительную цель за каждый уровень ячейки заклинания выше 2-го.",2024-09-16 11:08:15 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:07 UTC,Invisibility,0
277,Нашествие насекомых,"
**Нашествие насекомых**
*5 уровень, вызов*
*(Друид, жрец, чародей)*
**Время накладывания:** Действие
**Дистанция:** 300 футов
**Компоненты:** Вербальный, Соматический, Материальный (саранча)
**Длительность:** Концентрация, до 10 минут

Рой саранчи заполняет сферу радиусом 20 футов с центром в точке, которую вы выбираете в пределах дистанции. Сфера остаётся на время длительности заклинания, и её область становится слегка заслонённой и труднопроходимой местностью.

Когда рой появляется, то каждое существо в его пределах совершает спасбросок Телосложения, получая 4к10 колющего урона при неудачном спасброске или половину этого урона при успешном. Существо также совершает этот спасбросок, когда впервые за ход входит в область действия заклинания или заканчивает там свой ход. Существо совершает этот спасбросок только один раз за ход.

**Использование более высокой ячейки.** Урон увеличивается на 1к10 за каждый уровень ячейки выше 5-го.",2024-09-16 11:08:35 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:07 UTC,Insect Plague,0
276,Открывание,"'
**Открывание**
*2 уровень, преобразование*
*(Бард, волшебник, чародей)*
**Время накладывания:** Действие
**Дистанция:** 60 футов
**Компоненты:** Вербальный
**Длительность:** Мгновенная

Вы выбираете объект, который видите в пределах дистанции. Этот объект может быть дверью, коробкой, сундуком, кандалами, замком или любым другим объектом, содержащим обычные или магические средства, предотвращающие доступ.

Цель, закрытая на обычный замок, заклинившая или запертая, становится открытой, расклиненной или отпёртой. Если у объекта несколько замков, то открывается только один из них.

Если цель закрыта с помощью заклинания Волшебный замок, то это заклинание подавляется на 10 минут, в течение которых объект можно открыть и закрыть.

Когда вы накладываете это заклинание, то  от цели раздаётся громкий стук, слышный на расстоянии до 300 футов.",2024-09-16 11:10:25 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:06 UTC,Knock,0
275,Леомундова хижина,"
**Леомундова хижина**
*3 уровень, воплощение*
*(Бард, волшебник)*
**Время накладывания:** 1 минута или ритуал
**Дистанция:** На себя
**Компоненты:** Вербальный, Соматический, Материальный (кристаллическая бусина)
**Длительность:** 8 часов

10-футовая эманация возникает вокруг вас и остаётся неподвижной на всё время действия заклинания. Заклинание проваливается, если при его наложении эманация не может полностью охватить все существа в её области.

Существа и предметы, находящиеся внутри эманации на момент наложения заклинания, могут свободно проходить сквозь неё. Все остальные существа и предметы не могут пересекать её границу. Заклинания 3 уровня и ниже не могут быть наложены через неё и эффекты таких заклинаний не распространяются на её территорию. Атмосфера внутри эманации комфортная и сухая, независимо от погоды снаружи. До окончания действия заклинания вы можете приказать, чтобы внутри было тусклое освещение или полная темнота (не требующее действия). Эманация непрозрачна снаружи и может быть любого цвета на ваш выбор, но она прозрачна изнутри. Заклинание прекращается досрочно, если вы покидаете эманацию или накладываете заклинание снова.",2024-09-16 08:04:47 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:07 UTC,Leomund's Tiny Hut,0
274,Леомундов потайной сундук,"'
**Леомундов потайной сундук**
*4 уровень, вызов*
*(Волшебник)*
**Время накладывания:** Действие
**Дистанция:** Касание
**Компоненты:** Вербальный, Соматический, Материальный (сундук размером 3\*2\*2 фута, изготовленный из редких материалов стоимостью 5’000+ зм, и крошечная реплика сундука, сделанная из тех же материалов, стоимостью 50+ зм)
**Длительность:** Пока не будет развеяно

Вы скрываете сундук и все его содержимое на Эфирном плане. Вы должны коснуться сундука и его миниатюрной реплики, которые служат материальными компонентами для заклинания. Сундук может содержать до 12 кубических футов неживого материала (3\*2\*2 фута).

Пока сундук находится на Эфирном плане, вы можете использовать действие магия и коснуться реплики, чтобы вернуть сундук. Он появляется на незанятой поверхности в пределах 5 футов от вас. Вы можете отправить сундук обратно на Эфирный план, использовав действие магия и коснувшись сундука и реплики.

Через 60 дней существует кумулятивная вероятность 5 процентов в конце каждого дня, что заклинание закончится. Заклинание также заканчивается, если вы накладываете это заклинание снова или если крошечная реплика сундука будет уничтожена. Если заклинание заканчивается и большой сундук находится на Эфирном плане, то сундук остаётся там, доступный вам или кому-либо ещё, кто его найдёт.",2024-09-17 06:43:55 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:07 UTC,Leomund's Secret Chest,0
273,Молниевая стрела,"
**Молниевая стрела**
*3 уровень, Преобразование*
*(Следопыт)*
**Время накладывания:** Бонусное действие, которое вы совершаете сразу после того, как попали или промахнулись по цели в результате дальнобойной атаки оружием
**Дистанция:** На себя
**Компоненты:** Вербальный, Соматический
**Длительность:** Мгновенно

Когда ваша атака попадает или промахивается по цели, то оружие или боеприпас, которое вы используете, превращается в молнию. Вместо нанесения урона или других эффектов от атаки, цель получает 4к8 урона электричеством при попадании или половину этого урона при промахе. Каждое существо в пределах 10 футов от цели совершает спасбросок Ловкости, получая 2к8 урона электричеством при провале или половину этого урона при успешном спасброске.

Затем оружие или боеприпас возвращаются в свою нормальную форму.

**Использование более высокой ячейки.** Урон от обоих эффектов заклинания увеличивается на 1к8 за каждый уровень ячейки выше 3-го.",2024-09-16 08:05:45 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:07 UTC,Lightning Arrow,0
272,Свет,"'
**Свет**
*Заговор, воплощение*
*(Бард, жрец, чародей, волшебник)*
**Время накладывания:** Действие
**Дистанция:** касание
**Компоненты:** Вербальный, Материальный (светлячок или фосфоресцирующий мох)
**Длительность:** 1 час

Вы касаетесь одного объекта размера большой или меньше, который не носит и не несёт кто-то другой. До окончания заклинания объект излучает яркий свет в радиусе 20 футов и тусклый свет ещё на 20 футов. Свет может быть любого цвета по вашему выбору.

Закрытие объекта чем-то непрозрачным блокирует свет. Заклинание прекращается, если вы наложите его снова.",2024-09-17 06:41:40 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:06 UTC,Light,0
271,Голод Хадара,"
**Голод Хадара**
*3 уровень, вызов*
*(Колдун)*
**Время накладывания:** Действие
**Дистанция:** 150 футов
**Компоненты:** Вербальный, Соматический, Материальный (маринованное щупальце)
**Длительность:** Концентрация, до 1 минуты

Вы открываете врата в Дальний предел, регион, кишащий невыразимыми ужасами. Сфера тьмы радиусом 20 футов появляется с центром на точке в пределах дистанции и существует в течение всей длительности заклинания. Сфера является труднопроходимой местностью и в ней слышатся странные шепоты и чавкающие звуки, которые можно услышать на расстоянии до 30 футов. Ни один свет, магический или иной, не может осветить эту область и существа, находящиеся полностью внутри, получают состояние ослеплённый.

Каждое существо, начинающее свой ход в этой области, получает 2к6 урона холодом. Любое существо, заканчивающее свой ход там, должно совершить спасбросок Ловкости или получить 2к6 урона кислотой от потусторонних щупалец.

**Использование более высокой ячейки.** Урон холодом или кислотой (по вашему выбору) увеличивается на 1к6 за каждый уровень ячейки заклинания выше 3-го.",2024-09-16 08:06:18 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:06 UTC,Hunger of Hadar,0
